system:time_start,NDSI
"Jan 1, 2011",-0.149
"Jan 2, 2011",-0.174
"Jan 3, 2011",-0.127
"Jan 4, 2011",-0.096
"Jan 5, 2011",-0.154
"Jan 6, 2011",-0.107
"Jan 7, 2011",0.03
"Jan 8, 2011",-0.043
"Jan 9, 2011",-0.154
"Jan 10, 2011",-0.18
"Jan 11, 2011",-0.165
"Jan 12, 2011",-0.155
"Jan 13, 2011",0.016
"Jan 14, 2011",0.217
"Jan 15, 2011",-0.003
"Jan 16, 2011",0.341
"Jan 17, 2011",0.108
"Jan 18, 2011",-0.038
"Jan 19, 2011",0.008
"Jan 20, 2011",0.287
"Jan 21, 2011",-0.109
"Jan 22, 2011",-0.091
"Jan 23, 2011",-0.095
"Jan 24, 2011",-0.101
"Jan 25, 2011",-0.082
"Jan 26, 2011",-0.101
"Jan 27, 2011",-0.089
"Jan 28, 2011",0.072
"Jan 29, 2011",0.459
"Jan 30, 2011",-0.044
"Jan 31, 2011",-0.15
"Feb 1, 2011",0.145
"Feb 2, 2011",0.016
"Feb 3, 2011",0.364
"Feb 4, 2011",0.372
"Feb 5, 2011",0.341
"Feb 6, 2011",0.341
"Feb 7, 2011",0.16
"Feb 8, 2011",0.006
"Feb 9, 2011",0.014
"Feb 10, 2011",0.24
"Feb 11, 2011",0.426
"Feb 12, 2011",0.514
"Feb 13, 2011",0.254
"Feb 14, 2011",0.097
"Feb 15, 2011",0.02
"Feb 16, 2011",0.045
"Feb 17, 2011",0.026
"Feb 18, 2011",0.374
"Feb 19, 2011",0.107
"Feb 20, 2011",0.114
"Feb 21, 2011",0.17
"Feb 22, 2011",0.264
"Feb 23, 2011",0.187
"Feb 24, 2011",0.087
"Feb 25, 2011",0.255
"Feb 26, 2011",0.017
"Feb 27, 2011",0.069
"Feb 28, 2011",0.524
"Mar 1, 2011",0.044
"Mar 2, 2011",0.451
"Mar 3, 2011",0.316
"Mar 4, 2011",-0.012
"Mar 5, 2011",0.081
"Mar 6, 2011",0.033
"Mar 7, 2011",0.039
"Mar 8, 2011",-0.003
"Mar 9, 2011",0.01
"Mar 10, 2011",0.012
"Mar 11, 2011",0.001
"Mar 12, 2011",0.009
"Mar 13, 2011",-0.016
"Mar 14, 2011",-0.007
"Mar 15, 2011",0.008
"Mar 16, 2011",0.001
"Mar 17, 2011",0.052
"Mar 18, 2011",-0.012
"Mar 19, 2011",0.15
"Mar 20, 2011",-0.073
"Mar 21, 2011",0.025
"Mar 22, 2011",-0.072
"Mar 23, 2011",-0.077
"Mar 24, 2011",-0.083
"Mar 25, 2011",-0.101
"Mar 26, 2011",-0.074
"Mar 27, 2011",0.059
"Mar 28, 2011",0.114
"Mar 29, 2011",0.019
"Mar 30, 2011",-0.082
"Mar 31, 2011",-0.08
"Apr 1, 2011",0.029
"Apr 2, 2011",-0.019
"Apr 3, 2011",-0.071
"Apr 4, 2011",0.071
"Apr 5, 2011",-0.064
"Apr 6, 2011",-0.015
"Apr 7, 2011",-0.079
"Apr 8, 2011",0.092
"Apr 9, 2011",0.303
"Apr 10, 2011",0.477
"Apr 11, 2011",0.325
"Apr 12, 2011",-0.089
"Apr 13, 2011",-0.071
"Apr 14, 2011",-0.095
"Apr 15, 2011",0.171
"Apr 16, 2011",0.236
"Apr 17, 2011",0.168
"Apr 18, 2011",0.144
"Apr 19, 2011",-0.096
"Apr 20, 2011",-0.085
"Apr 21, 2011",-0.1
"Apr 22, 2011",-0.091
"Apr 23, 2011",-0.109
"Apr 24, 2011",-0.099
