Month,Year,Temp,Ice,veg,Flood,Rain(mm)
3,2000,35.44870967741936,-0.19958064516129034,828.3634999999999,False,9.458000000000002
4,2000,46.82714285714286,-0.217,801.5055,False,3.5980000000000008
5,2000,50.797387096774195,-0.22703225806451613,778.6479999999999,False,4.848999999999998
6,2000,47.59846666666667,-0.21713333333333334,732.5155,False,3.2279999999999998
7,2000,45.717290322580645,-0.20296774193548386,773.4665,False,16.286
8,2000,44.79063157894737,-0.1841578947368421,826.3295,False,7.281000000000001
9,2000,45.69736666666667,-0.23023333333333335,859.0035,False,2.1300000000000003
10,2000,42.94054838709677,-0.25641935483870965,868.9705,False,0.069
11,2000,32.39423333333333,-0.2693333333333333,850.58,False,0.621
12,2000,26.504032258064516,-0.2751935483870968,890.5975000000001,False,9.482000000000003
1,2001,24.938870967741938,-0.30451612903225805,891.554,False,8.453999999999999
2,2001,28.63439285714286,-0.2372857142857143,883.232,False,17.606
3,2001,36.60890322580645,-0.2503870967741935,860.3389999999999,False,13.648
4,2001,43.748066666666666,-0.252,826.394,False,19.93
5,2001,49.15429032258064,-0.27187096774193553,781.4685,False,3.553000000000001
6,2001,46.0888,-0.23893333333333333,721.923,False,8.567999999999998
7,2001,39.33162068965517,-0.16989655172413792,803.3435,False,40.047999999999995
8,2001,43.76670967741936,-0.2439032258064516,903.1275,False,8.887
9,2001,44.1264,-0.2805666666666667,909.8209999999999,False,2.4809999999999994
10,2001,41.03235483870967,-0.28780645161290325,886.348,False,0.04
11,2001,33.4928,-0.30246666666666666,856.1385,False,0.134
12,2001,27.97851612903226,-0.2672258064516129,858.7065,False,7.176
1,2002,24.384774193548388,-0.28374193548387094,900.844,False,7.711
2,2002,27.68475,-0.23407142857142857,889.1285,False,13.093
3,2002,34.53626086956522,-0.20669565217391303,882.4649999999999,False,12.810000000000002
4,2002,42.387517241379314,-0.24144827586206896,834.2565,False,9.519
5,2002,49.05109677419355,-0.27919354838709676,797.1825,False,2.308
6,2002,48.65136666666667,-0.2737,772.235,False,3.061
7,2002,45.838419354838706,-0.2542258064516129,772.665,False,4.918999999999999
8,2002,44.0938064516129,-0.23780645161290323,816.234,False,6.353
9,2002,43.1195,-0.2846,868.393,False,3.124999999999999
10,2002,41.151,-0.3006451612903226,854.981,False,0.356
11,2002,31.605133333333335,-0.2512666666666667,877.8924999999999,False,3.9509999999999996
12,2002,24.516903225806452,-0.255,858.492,False,11.321
1,2003,24.519548387096773,-0.2254193548387097,885.1555000000001,False,16.397999999999996
