Month,Year,Temp,Ice,veg,Flood,Rain(mm)
3,2000,30.619258064516128,-0.17816129032258063,3660.7005,False,7.568
4,2000,40.71114285714286,-0.21373333333333333,2285.162,False,7.088999999999999
5,2000,41.44483870967742,-0.20961290322580645,1555.7545,False,9.134
6,2000,38.514199999999995,-0.15796666666666667,1636.0845,False,23.285999999999994
7,2000,35.31209677419355,-0.05787096774193549,2563.435,False,96.93999999999998
8,2000,34.85578947368421,-0.1703157894736842,3289.3509999999997,False,50.48399999999999
9,2000,35.902966666666664,-0.21813333333333332,3169.525,False,32.169
10,2000,36.90493548387097,-0.27322580645161293,2574.2465,False,1.1009999999999998
11,2000,29.8555,-0.2551,2340.852,False,0.804
12,2000,24.437903225806455,-0.2521935483870968,2359.8725,False,6.432
1,2001,22.06367741935484,-0.20180645161290323,3011.2830000000004,False,6.929000000000001
2,2001,26.147035714285714,-0.2715,3564.1205,False,7.427999999999999
3,2001,32.0391935483871,-0.2719677419354839,3538.504,False,12.709
4,2001,37.84303333333333,-0.20929999999999999,2221.834,False,17.171999999999997
5,2001,41.23090322580645,-0.2621935483870968,1530.8325,False,12.225
6,2001,36.509,-0.18446666666666667,1981.2665,False,54.574999999999996
7,2001,33.67489655172414,-0.09158620689655173,2812.399,False,126.65199999999996
8,2001,34.10132258064517,-0.20477419354838708,3465.973,False,52.61600000000001
9,2001,35.1125,-0.2813333333333333,3361.4700000000003,False,30.448000000000004
10,2001,34.651774193548384,-0.28993548387096774,2758.969,False,0.93
11,2001,29.666866666666667,-0.31396666666666667,2480.7115000000003,False,0.5990000000000001
12,2001,23.623,-0.23819354838709678,2493.2785,False,5.671000000000001
1,2002,21.529193548387095,-0.24303225806451612,3145.044,False,6.507000000000001
2,2002,24.752000000000002,-0.21557142857142855,3679.8540000000003,False,12.126000000000001
3,2002,30.741086956521738,-0.2329130434782609,3634.8630000000003,False,13.059
4,2002,38.869827586206895,-0.19786206896551725,2151.8935,False,10.875
5,2002,44.89522580645161,-0.2736451612903226,1571.321,False,11.076
6,2002,39.1288,-0.2208,1748.7334999999998,False,23.709999999999997
7,2002,35.58625806451613,-0.19819354838709677,2151.5724999999998,False,27.880000000000003
8,2002,34.93338709677419,-0.16851612903225807,3082.06,False,64.112
9,2002,34.60313333333333,-0.24733333333333332,3290.892,False,43.64300000000001
10,2002,34.186258064516124,-0.2944838709677419,2833.323,False,3.5519999999999996
11,2002,28.4256,-0.2334,2595.9735,False,3.0439999999999996
12,2002,22.573645161290322,-0.22474193548387097,2563.6454999999996,False,7.246999999999999
1,2003,21.14922580645161,-0.12503225806451615,3039.3914999999997,False,12.637
2,2003,22.182214285714284,-0.16675,3972.819,False,41.632
3,2003,27.868935483870967,-0.18493548387096775,3730.7889999999998,False,20.451999999999998
4,2003,37.791900000000005,-0.25756666666666667,2224.4660000000003,False,13.322000000000001
5,2003,42.01296774193548,-0.25612903225806455,1690.327,False,8.082000000000003
6,2003,40.56453333333333,-0.21843333333333334,1774.9389999999999,False,25.814
7,2003,34.86925806451613,-0.10706451612903226,2967.707,False,97.499
8,2003,33.197709677419354,-0.18370967741935484,3737.335,False,85.98500000000001
9,2003,34.26096666666667,-0.25223333333333336,3511.327,False,35.831
10,2003,34.32396774193548,-0.32664516129032256,2956.634,False,0.872
11,2003,28.457866666666668,-0.28713333333333335,2541.31,False,3.377
12,2003,22.07575,-0.22108333333333333,2687.7839999999997,False,3.414999999999999
1,2004,19.269387096774192,-0.11964516129032259,3570.574,False,28.37099999999999
2,2004,24.42462068965517,-0.2812068965517241,4264.2425,False,10.521999999999998
3,2004,33.14122580645161,-0.31109677419354836,3706.0725,False,4.9270000000000005
4,2004,38.59243333333334,-0.20443333333333333,2206.2264999999998,False,17.775000000000002
5,2004,42.78867741935484,-0.2739032258064516,1677.9315,False,7.245
6,2004,37.362566666666666,-0.20693333333333333,1928.069,False,31.459999999999994
7,2004,34.77490322580645,-0.19180645161290322,2681.718,False,50.47400000000001
8,2004,33.17961290322581,-0.1557741935483871,3520.4505,False,82.17199999999998
9,2004,35.1776,-0.2750333333333333,3377.8864999999996,False,25.439
10,2004,32.52890322580645,-0.23787096774193547,2747.2520000000004,False,7.421999999999999
11,2004,29.308433333333333,-0.2613,2339.651,False,3.5500000000000003
12,2004,21.99187096774194,-0.21283870967741936,2721.2325,False,6.561999999999999
1,2005,17.541483870967745,-0.20409677419354838,3540.0225,False,25.032
2,2005,19.281714285714287,-0.05707142857142857,4485.440500000001,False,41.384
3,2005,28.514290322580646,-0.15425806451612903,4590.2755,False,44.438
4,2005,36.471133333333334,-0.24946666666666667,2544.9055,False,10.370000000000001
5,2005,40.77661290322581,-0.20125806451612901,1936.613,False,16.022
6,2005,43.0801,-0.23620000000000002,1889.185,False,20.127999999999997
7,2005,34.896967741935484,-0.11816129032258066,2829.8954999999996,True,99.34700000000002
8,2005,34.96851612903226,-0.21861290322580645,3336.7515000000003,False,52.053999999999995
9,2005,34.98623333333333,-0.25403333333333333,3693.2259999999997,False,54.47000000000001
10,2005,34.368806451612905,-0.325516129032258,3078.53,False,2.576
11,2005,28.890966666666667,-0.29473333333333335,2557.3665,False,1.1139999999999999
12,2005,21.90009677419355,-0.2662258064516129,2429.866,False,8.458
1,2006,19.2731935483871,-0.15274193548387097,2966.5820000000003,False,18.345
2,2006,25.99892857142857,-0.15050000000000002,4000.85,False,13.549999999999999
3,2006,29.426935483870967,-0.20329032258064514,3803.9115,False,18.394000000000002
4,2006,38.319966666666666,-0.26289999999999997,2238.4925,False,20.252
5,2006,40.79416129032258,-0.2535483870967742,1668.5785,False,15.270999999999995
6,2006,38.5665,-0.22636666666666666,1921.771,False,33.87500000000001
7,2006,34.72309677419354,-0.12480645161290323,2749.4345000000003,False,86.65500000000002
8,2006,34.86493548387097,-0.11909677419354839,3723.56,True,96.50799999999997
9,2006,35.01483333333333,-0.25843333333333335,3522.223,False,35.504
10,2006,34.36274193548387,-0.2903548387096774,3147.514,False,8.825000000000001
11,2006,28.354100000000003,-0.21209999999999998,2866.5675,False,5.4319999999999995
12,2006,19.96535483870968,-0.21419354838709675,3048.3999999999996,False,14.974999999999998
1,2007,19.757064516129034,-0.2585806451612903,3528.5625,False,5.536
2,2007,22.877000000000002,-0.10553571428571429,4510.947,False,56.30100000000001
3,2007,26.981451612903225,-0.1870967741935484,4476.8825,False,46.464000000000006
4,2007,39.85693333333334,-0.30683333333333335,2750.3469999999998,False,7.69
5,2007,41.887193548387096,-0.27380645161290323,1935.6825,False,12.983999999999998
6,2007,40.2768,-0.18236666666666668,2430.99,False,70.587
7,2007,34.16287096774194,-0.16503225806451613,3140.569,False,97.75
8,2007,34.633580645161295,-0.1847741935483871,3747.9875,False,60.952000000000005
9,2007,34.05263333333333,-0.24303333333333335,3596.999,False,46.421000000000014
10,2007,34.59454838709677,-0.336258064516129,3086.085,False,0.325
11,2007,29.342499999999998,-0.27286666666666665,2709.377,False,1.9489999999999998
12,2007,21.296322580645164,-0.24261290322580645,2800.108,False,5.801
1,2008,16.972516129032257,-0.1680967741935484,3300.5475,False,30.533
2,2008,23.206344827586207,-0.23710344827586208,3682.7780000000002,False,8.905
3,2008,32.09203225806452,-0.27441935483870966,3785.985,False,7.866
4,2008,35.83753333333333,-0.20946666666666666,2511.7915,False,37.37900000000002
5,2008,39.57364516129032,-0.2506129032258065,1963.4075,False,19.859999999999996
6,2008,35.21913333333334,-0.15286666666666668,2092.5615,False,57.342000000000006
7,2008,33.8358064516129,-0.15516129032258064,2898.6815,False,86.341
8,2008,32.450548387096774,-0.1336774193548387,3919.9880000000003,False,100.36000000000001
9,2008,34.15453333333333,-0.2750333333333333,3663.7695000000003,False,41.89100000000001
10,2008,34.334709677419355,-0.3033225806451613,2886.09,False,3.6149999999999993
11,2008,29.557433333333332,-0.3041,2464.343,False,1.1459999999999997
12,2008,21.612172413793104,-0.14934482758620687,2860.959,False,13.065
1,2009,19.17964516129032,-0.20451612903225805,3898.7515000000003,False,26.195000000000007
2,2009,23.076357142857145,-0.2215357142857143,4472.628500000001,False,18.555000000000003
3,2009,29.14841935483871,-0.18006451612903226,3827.2195,False,28.488
4,2009,37.03276666666667,-0.23963333333333334,2418.165,False,21.003000000000004
5,2009,43.39764516129032,-0.26535483870967747,1878.5819999999999,False,12.572
6,2009,42.2599,-0.24103333333333332,2004.9470000000001,False,21.052
7,2009,36.626612903225805,-0.17983870967741936,2685.252,False,69.73599999999999
8,2009,34.78283870967742,-0.18729032258064515,3672.494,False,71.501
9,2009,36.26873333333333,-0.29983333333333334,3542.0020000000004,False,30.061999999999998
10,2009,34.12958064516129,-0.31354838709677424,2857.988,False,1.7069999999999994
11,2009,27.828333333333333,-0.21173333333333336,2400.583,False,1.3880000000000001
12,2009,22.786774193548386,-0.20258064516129032,2490.2405,False,5.321999999999999
1,2010,20.99974193548387,-0.12583870967741934,3484.0275,False,10.069
2,2010,24.06510714285714,-0.18682142857142855,4032.7145,False,24.869000000000003
3,2010,31.80848387096774,-0.2710967741935484,3718.8885,False,15.937999999999999
4,2010,40.015,-0.25653333333333334,2174.541,False,11.243
5,2010,44.381193548387095,-0.2382258064516129,1705.225,False,13.782
6,2010,39.6507,-0.17516666666666666,2044.5414999999998,False,25.056999999999995
7,2010,35.642258064516135,-0.10870967741935485,2903.3469999999998,True,133.223
8,2010,31.142709677419354,-0.06512903225806452,4043.1405,True,162.58200000000002
9,2010,33.24673333333333,-0.23263333333333333,3826.913,False,47.285999999999994
