Month,Year,Temp,Ice,veg,Flood,Rain(mm)
2,2019,9.3865,0.14267857142857143,2031.08,True,85.621
3,2019,13.43116129032258,0.10764516129032259,2219.9565000000002,False,88.758
4,2019,24.929033333333333,0.014600000000000002,2682.656,False,86.90400000000001
5,2019,29.703451612903226,-0.10258064516129033,2769.3289999999997,False,35.23299999999999
6,2019,34.592333333333336,-0.16353333333333334,2785.3900000000003,False,44.53300000000001
7,2019,29.227483870967742,-0.1422258064516129,3149.811,False,70.252
8,2019,27.766774193548386,-0.15816129032258067,3728.831,False,118.82200000000002
9,2019,27.642066666666665,-0.2334,3327.837,False,24.458000000000002
10,2019,23.698838709677418,-0.15406451612903224,2952.869,False,40.665000000000006
11,2019,15.232966666666666,0.015933333333333334,2552.883,False,54.21399999999999
12,2019,8.036193548387097,-0.06006451612903226,2385.2595,False,11.515999999999998
1,2020,1.337516129032258,0.14848387096774193,2131.913,False,63.20099999999998
2,2020,11.368379310344828,0.034965517241379314,2366.264,False,42.684000000000005
3,2020,12.392548387096774,0.1609032258064516,2642.598,False,115.184
4,2020,22.252533333333336,0.0254,2901.714,False,136.849
5,2020,29.589000000000002,-0.09496774193548387,2890.6785,False,62.179
6,2020,31.399766666666665,-0.16820000000000002,3123.1935000000003,False,36.75100000000001
7,2020,31.55674193548387,-0.20548387096774193,3411.8305,False,69.965
8,2020,28.503548387096775,-0.15538709677419354,3737.307,True,69.27
9,2020,29.424433333333333,-0.2548,3462.279,False,90.53000000000003
10,2020,26.05609677419355,-0.261741935483871,2785.866,False,7.9879999999999995
11,2020,14.156866666666668,-0.06463333333333333,2256.106,False,40.62100000000001
12,2020,9.672354838709678,-0.029,2256.6465,False,24.869
1,2021,8.204225806451612,-0.05451612903225807,2271.304,False,9.389999999999999
2,2021,16.255642857142856,-0.07021428571428572,2290.739,False,22.400000000000002
3,2021,20.386032258064514,0.04370967741935484,2454.478,False,109.62899999999999
4,2021,23.373866666666668,-0.01533333333333333,2516.224,False,66.14000000000001
5,2021,29.853354838709677,-0.11838709677419354,2585.4269999999997,False,39.046
6,2021,32.74766666666667,-0.19863333333333333,2702.0505000000003,False,36.38099999999999
7,2021,30.04806451612903,-0.14677419354838708,3472.4285,False,113.76300000000003
8,2021,28.501612903225805,-0.23187096774193547,3615.42,False,67.99199999999999
9,2021,27.5721,-0.2532333333333333,3296.6440000000002,False,57.124999999999986
10,2021,25.023612903225807,-0.20712903225806453,2701.696,False,29.566999999999997
11,2021,16.9679,-0.20236666666666667,2421.033,False,5.521999999999999
12,2021,9.473225806451614,-0.1094516129032258,2167.706,False,17.868
